nome,cpf,idade,data,endereco,bairro,estado
Nome Inválido,572 .***.***-43,49.0,1976-01-16,"viaduto de cardoso
inconfidência
16426-137 castro / pa",inconfidência,PA
Nome Inválido,061 .***.***-71,21.0,2004-08-11,"quadra de da mata, 49
ouro minas
00289438 cavalcanti da prata / mt",ouro minas,MT
Nome Inválido,601 .***.***-15,92.0,1933-10-22,"núcleo araújo, 155
lindéia
82317-263 campos / pa",lindéia,PA
Nome Inválido,497 .***.***-85,58.0,1967-12-07,"estação silva, 18
serra
11636951 das neves do amparo / am",serra,AM
Nome Inválido,185 .***.***-08,,1924-07-31,"praia lavínia moraes, 29
conjunto jatoba
41571-037 da luz / rj",conjunto jatoba,RJ
Nome Inválido,912 .***.***-23,55.0,1970-12-14,"fazenda rafaela costela, 37
havaí
52291-254 rocha / ce",havaí,CE
Nome Inválido,183 .***.***-62,56.0,1969-08-17,"fazenda ferreira, 849
lagoa
49587-081 vieira do norte / ap",lagoa,AP
Nome Inválido,948 .***.***-75,100.0,1925-10-03,"residencial alana dias, 51
vitoria
01961759 gomes de da cruz / to",vitoria,TO
Nome Inválido,293 .***.***-73,24.0,2001-06-02,"rua evelyn da cunha, 2
alta tensão 1ª seção
88048-422 da rocha do amparo / es",alta tensão 1ª seção,ES
Nome Inválido,351 .***.***-00,57.0,1968-12-13,"fazenda de duarte, 99
são sebastião
38375-389 pires / ac",são sebastião,AC
Nome Inválido,721 .***.***-52,60.0,1965-06-26,"trevo de da costa, 7
esplanada
45022-514 fernandes de costela / ac",esplanada,AC
Nome Inválido,875 .***.***-05,36.0,1989-01-12,"vale erick moreira, 48
vila nova cachoeirinha 2ª seção
07868-934 da cunha / ap",vila nova cachoeirinha 2ª seção,AP
Nome Inválido,942 .***.***-40,61.0,1964-05-05,"parque de moraes, 36
gutierrez
82171525 peixoto de fernandes / to",gutierrez,TO
Nome Inválido,306 .***.***-87,82.0,1943-10-01,"passarela lima, 87
jatobá
09721-169 viana alegre / rj",jatobá,RJ
Nome Inválido,913 .***.***-57,75.0,1950-11-18,"pátio vitor gabriel rocha
são joão batista
91484973 pereira da prata / sc",são joão batista,SC
Nome Inválido,732 .***.***-00,36.0,1989-08-28,"rodovia agatha lopes, 7
vila são gabriel
31198992 da luz / df",vila são gabriel,DF
Nome Inválido,457 .***.***-30,81.0,1944-11-09,"aeroporto de ferreira, 2
santa helena
28302071 oliveira das flores / ce",santa helena,CE
Nome Inválido,264 .***.***-49,100.0,1925-01-09,"trevo aragão, 535
salgado filho
51800-056 carvalho da prata / go",salgado filho,GO
Nome Inválido,742 .***.***-22,60.0,1965-05-02,"avenida ferreira, 7
antonio ribeiro de abreu 1ª seção
17090-502 rodrigues / df",antonio ribeiro de abreu 1ª seção,DF
Nome Inválido,540 .***.***-71,39.0,1986-06-16,"viaduto marcelo ramos
universo
53602-558 cunha do galho / sp",universo,SP
Nome Inválido,702 .***.***-08,26.0,1999-08-25,"núcleo silva, 7
jaraguá
74430032 silveira de goiás / ce",jaraguá,CE
Nome Inválido,912 .***.***-05,46.0,1979-10-27,"rodovia de freitas, 782
parque são josé
53886812 das neves das flores / sc",parque são josé,SC
Nome Inválido,309 .***.***-56,35.0,1990-09-15,"quadra silveira, 76
joão paulo ii
90482-858 rezende dos dourados / mg",joão paulo ii,MG
Nome Inválido,093 .***.***-83,37.0,1988-01-24,"conjunto da rosa, 22
pindura saia
13568-214 ramos da serra / ms",pindura saia,MS
Nome Inválido,798 .***.***-49,88.0,1937-04-28,"parque rodrigues
vila da amizade
99639-698 costa / ro",vila da amizade,RO
Nome Inválido,384 .***.***-46,46.0,1979-07-27,"lagoa porto, 44
unidas
73111211 alves / go",unidas,GO
Nome Inválido,502 .***.***-85,54.0,1971-08-17,"vila sales, 913
bela vitoria
24276968 monteiro / sp",bela vitoria,SP
Nome Inválido,187 .***.***-84,57.0,1968-09-30,"setor peixoto, 47
palmeiras
57575529 da cruz / se",palmeiras,SE
Nome Inválido,287 .***.***-87,80.0,1945-12-05,"parque luiz gustavo da conceição, 34
santa margarida
94925-425 rodrigues alegre / rs",santa margarida,RS
Nome Inválido,360 .***.***-15,50.0,1975-10-29,"lago de rocha, 482
belmonte
74471-918 rocha da mata / pe",belmonte,PE
Nome Inválido,904 .***.***-67,23.0,2002-12-07,"recanto maitê pereira
vila suzana primeira seção
94645-027 silva / df",vila suzana primeira seção,DF
Nome Inválido,726 .***.***-53,60.0,1965-07-06,"feira otávio pereira, 93
piraja
78140-773 correia / rr",piraja,RR
Nome Inválido,740 .***.***-13,46.0,1979-07-24,"trecho joão gabriel pires, 64
nova pampulha
61230820 souza da serra / rs",nova pampulha,RS
Nome Inválido,904 .***.***-70,87.0,1938-10-08,"praça de ribeiro, 9
santa inês
38053-049 azevedo / sp",santa inês,SP
Nome Inválido,438 .***.***-60,76.0,1949-09-28,"passarela de caldeira
vila sesc
50710-500 cunha de dias / ap",vila sesc,AP
Nome Inválido,302 .***.***-00,31.0,1994-12-06,"estrada danilo monteiro
conjunto califórnia ii
38793-887 da mata alegre / ba",conjunto califórnia ii,BA
Nome Inválido,496 .***.***-47,41.0,1984-11-09,"rodovia sophia rodrigues, 88
vila independencia 2ª seção
76814388 pires / rr",vila independencia 2ª seção,RR
Nome Inválido,934 .***.***-00,100.0,1925-12-25,"lagoa souza
copacabana
16768543 monteiro / es",copacabana,ES
Nome Inválido,254 .***.***-60,25.0,2000-05-29,"área ana sophia pereira, 32
minas caixa
69026-029 caldeira do oeste / to",minas caixa,TO
Nome Inválido,832 .***.***-73,29.0,1996-11-06,"viaduto de sales, 92
buraco quente
13458-643 nunes / al",buraco quente,AL
Nome Inválido,462 .***.***-19,90.0,1935-04-10,"núcleo monteiro, 504
são bernardo
15990-096 porto / to",são bernardo,TO
Nome Inválido,726 .***.***-67,38.0,1987-01-26,"núcleo ribeiro
vila nova cachoeirinha 1ª seção
13917300 ferreira das flores / pe",vila nova cachoeirinha 1ª seção,PE
Nome Inválido,065 .***.***-90,20.0,2005-07-25,"praça ana júlia rezende, 38
vila coqueiral
41709963 silveira / pa",vila coqueiral,PA
Nome Inválido,274 .***.***-47,41.0,1984-06-13,"avenida bruna rodrigues, 724
diamante
12678-518 rezende do galho / es",diamante,ES
Nome Inválido,532 .***.***-19,45.0,1980-02-29,"pátio rocha, 75
havaí
43098627 da cunha / ac",havaí,AC
Nome Inválido,852 .***.***-24,40.0,1985-11-17,"viaduto enzo gabriel moreira, 72
vila real 2ª seção
01069636 sales de goiás / ce",vila real 2ª seção,CE
Nome Inválido,917 .***.***-50,20.0,2005-03-08,"residencial ribeiro, 60
flamengo
74294090 ribeiro / ro",flamengo,RO
Nome Inválido,091 .***.***-05,50.0,1975-06-26,"travessa cardoso, 95
alta tensão 1ª seção
42836-344 lima / mt",alta tensão 1ª seção,MT
Nome Inválido,483 .***.***-71,25.0,2000-03-31,"quadra lorenzo pires
vila olhos d'água
03485618 da rosa de correia / ac",vila olhos d'água,AC
Nome Inválido,432 .***.***-56,86.0,1939-06-04,"campo de souza
vila jardim são josé
04692667 carvalho / rr",vila jardim são josé,RR
Nome Inválido,280 .***.***-97,87.0,1938-06-09,"via de da paz, 5
dona clara
30465-337 oliveira de goiás / al",dona clara,AL
Nome Inválido,367 .***.***-26,31.0,1994-03-10,"trevo carvalho, 9
grajaú
40077-715 moraes da serra / ba",grajaú,BA
Nome Inválido,812 .***.***-76,23.0,2002-01-28,"travessa novaes
boa vista
29032951 aragão / to",boa vista,TO
Nome Inválido,815 .***.***-60,71.0,1954-06-13,"passarela de nascimento, 916
joão paulo ii
86360-200 duarte do amparo / al",joão paulo ii,AL
Nome Inválido,971 .***.***-97,72.0,1953-04-10,"avenida de almeida, 78
vila atila de paiva
41400947 da cunha / al",vila atila de paiva,AL
Nome Inválido,973 .***.***-65,24.0,2001-12-02,"avenida heloísa costa
cabana do pai tomás
54742254 cavalcanti / ac",cabana do pai tomás,AC
Nome Inválido,138 .***.***-84,86.0,1939-11-26,"núcleo farias, 97
lourdes
55915-124 gomes de souza / rr",lourdes,RR
Nome Inválido,017 .***.***-53,91.0,1934-10-25,"favela de lopes, 473
lagoinha leblon
41398-890 peixoto / pr",lagoinha leblon,PR
Nome Inválido,105 .***.***-80,27.0,1998-06-04,"quadra mariana costela, 87
grajaú
64615642 ferreira / ba",grajaú,BA
Nome Inválido,290 .***.***-92,89.0,1936-02-17,"rua cardoso, 76
olhos d'água
25842688 barros alegre / ma",olhos d'água,MA
Nome Inválido,906 .***.***-70,58.0,1967-08-30,"pátio paulo da rosa, 93
belvedere
57898-196 melo / to",belvedere,TO
Nome Inválido,532 .***.***-41,70.0,1955-09-12,"feira cardoso
conjunto minas caixa
88969-195 da mata / rn",conjunto minas caixa,RN
Nome Inválido,034 .***.***-20,99.0,1926-09-20,"distrito giovanna rodrigues, 37
marieta 3ª seção
62839-349 da mata / pr",marieta 3ª seção,PR
Nome Inválido,326 .***.***-74,73.0,1952-01-29,"estrada de ramos
garças
28169898 santos das pedras / ro",garças,RO
Nome Inválido,172 .***.***-02,31.0,1994-01-31,"viela de moraes, 56
vila maria
42762903 fogaça de goiás / ms",vila maria,MS
Nome Inválido,183 .***.***-24,95.0,1930-07-19,"área de novaes, 52
itapoa
66232412 fogaça do oeste / es",itapoa,ES
Nome Inválido,471 .***.***-31,55.0,1969-08-31,"viaduto freitas, 622
jardim atlântico
10686-144 da rocha paulista / pe",jardim atlântico,PE
Nome Inválido,834 .***.***-55,74.0,1951-07-16,"distrito thomas pires, 77
bairro das indústrias ii
44279-855 da cunha / mt",bairro das indústrias ii,MT
Nome Inválido,758 .***.***-05,94.0,1931-03-01,"estrada melo
vila independencia 3ª seção
33664610 cardoso / am",vila independencia 3ª seção,AM
Nome Inválido,396 .***.***-96,65.0,1960-06-26,"loteamento dias, 21
camponesa 1ª seção
82741936 da rosa / rn",camponesa 1ª seção,RN
Nome Inválido,067 .***.***-44,76.0,1949-09-26,"colônia vieira, 6
milionario
96648865 moraes / se",milionario,SE
Nome Inválido,896 .***.***-74,35.0,1990-12-25,"aeroporto vinicius rezende, 18
conjunto são francisco de assis
55527-291 da paz do campo / pr",conjunto são francisco de assis,PR
Nome Inválido,490 .***.***-75,95.0,1930-06-30,"praça almeida, 95
vila novo são lucas
69709-867 moraes / ap",vila novo são lucas,AP
Nome Inválido,523 .***.***-70,27.0,1998-09-15,"trecho kevin castro, 70
são geraldo
98131993 sales / pr",são geraldo,PR
Nome Inválido,731 .***.***-14,97.0,1928-02-22,"passarela kamilly moreira, 704
cardoso
41864-156 da cunha / sp",cardoso,SP
Nome Inválido,192 .***.***-73,89.0,1936-12-27,"vereda jesus, 7
esplanada
50230404 teixeira verde / sp",esplanada,SP
Nome Inválido,146 .***.***-37,59.0,1966-02-21,"viaduto de martins, 24
vila antena
55987-196 araújo do amparo / ro",vila antena,RO
Nome Inválido,428 .***.***-82,74.0,1951-03-04,"largo cardoso, 23
vila nova gameleira 2ª seção
29717727 ferreira / al",vila nova gameleira 2ª seção,AL
Nome Inválido,457 .***.***-38,75.0,1950-11-08,"vila heloísa barbosa, 666
conjunto são francisco de assis
19537340 farias / rn",conjunto são francisco de assis,RN
Nome Inválido,075 .***.***-53,89.0,1936-12-15,"residencial de aragão
andiroba
91004-368 cardoso / sc",andiroba,SC
Nome Inválido,965 .***.***-66,27.0,1998-02-24,"loteamento lopes, 2
vila satélite
54279721 ramos da prata / ce",vila satélite,CE
Nome Inválido,548 .***.***-07,87.0,1938-04-19,"estrada rebeca caldeira, 440
marçola
11027-170 freitas grande / go",marçola,GO
Nome Inválido,406 .***.***-07,65.0,1960-07-31,"quadra farias
jardim guanabara
71294724 caldeira / ro",jardim guanabara,RO
Nome Inválido,097 .***.***-61,57.0,1968-01-13,"lagoa de farias
alta tensão 2ª seção
86838429 pires / al",alta tensão 2ª seção,AL
Nome Inválido,938 .***.***-10,42.0,1983-05-14,"largo de da costa, 400
vila jardim alvorada
20608-388 cardoso de cardoso / ce",vila jardim alvorada,CE
Nome Inválido,510 .***.***-49,20.0,2005-07-22,"loteamento almeida, 821
conjunto santa maria
15401946 nunes de goiás / to",conjunto santa maria,TO
Nome Inválido,895 .***.***-38,25.0,2000-08-16,"chácara clarice da costa, 135
cardoso
90569-230 da luz verde / ba",cardoso,BA
Nome Inválido,752 .***.***-52,77.0,1948-03-20,"distrito nathan melo, 3
universitário
45685584 almeida / pa",universitário,PA
Nome Inválido,965 .***.***-02,65.0,1960-06-20,"recanto nunes, 87
vila união
40623-455 moura / ap",vila união,AP
Nome Inválido,168 .***.***-03,45.0,1980-04-24,"esplanada carvalho, 8
paulo vi
43997-378 correia / ce",paulo vi,CE
Nome Inválido,914 .***.***-69,25.0,2000-11-09,"lago lima, 6
providencia
64509-958 porto / sp",providencia,SP
Nome Inválido,348 .***.***-60,50.0,1975-11-29,"vale costela, 49
jonas veiga
14400-610 nogueira / mt",jonas veiga,MT
Nome Inválido,541 .***.***-06,82.0,1943-05-29,"lagoa sales, 43
vila santa monica 2ª seção
48899443 jesus / al",vila santa monica 2ª seção,AL
Nome Inválido,519 .***.***-39,98.0,1927-03-31,"viaduto nogueira
grota
13502920 ferreira do norte / ro",grota,RO
Nome Inválido,528 .***.***-38,36.0,1989-02-20,"jardim fernanda moura, 767
cdi jatoba
32504010 moreira dos dourados / am",cdi jatoba,AM
Nome Inválido,412 .***.***-28,20.0,2005-07-09,"morro isaac freitas, 543
vila nova cachoeirinha 2ª seção
97116686 costela / rr",vila nova cachoeirinha 2ª seção,RR
Nome Inválido,160 .***.***-33,58.0,1967-07-23,"pátio de almeida, 4
mala e cuia
08990015 aragão da mata / to",mala e cuia,TO
Nome Inválido,569 .***.***-68,94.0,1931-03-04,"setor de da rosa, 401
nova vista
61631-368 cavalcanti do amparo / sp",nova vista,SP
Nome Inválido,295 .***.***-61,74.0,1951-11-22,"chácara de martins, 14
nossa senhora do rosário
72885-747 moreira / rn",nossa senhora do rosário,RN
Nome Inválido,475 .***.***-80,76.0,1949-10-02,"ladeira de da mota, 16
vila jardim leblon
67696-414 nascimento do amparo / mt",vila jardim leblon,MT
Nome Inválido,531 .***.***-70,33.0,1992-01-11,"sítio thomas rodrigues, 41
são damião
21922138 pinto / al",são damião,AL
Nome Inválido,906 .***.***-22,92.0,1933-12-22,"travessa de correia, 46
guarani
34453-251 souza / ac",guarani,AC
Nome Inválido,790 .***.***-30,,1924-07-02,"passarela alexandre da cunha
vila coqueiral
15467-423 cunha / rr",vila coqueiral,RR
Nome Inválido,597 .***.***-60,71.0,1954-01-28,"jardim de barros, 16
vila califórnia
19490812 teixeira alegre / ce",vila califórnia,CE
Nome Inválido,410 .***.***-20,63.0,1962-04-07,"praça luiz henrique correia, 81
guaratã
57294-260 pereira / pe",guaratã,PE
Nome Inválido,105 .***.***-98,82.0,1943-09-03,"lagoa luiza gonçalves, 979
piratininga
04066541 da mata / se",piratininga,SE
Nome Inválido,971 .***.***-02,65.0,1960-11-10,"parque de barbosa, 57
anchieta
16750-400 lima / go",anchieta,GO
Nome Inválido,920 .***.***-00,41.0,1984-02-28,"ladeira das neves, 9
nova floresta
61985548 carvalho do sul / pe",nova floresta,PE
Nome Inválido,693 .***.***-38,85.0,1940-06-24,"lago de cavalcanti
vila betânia
10086-430 nunes / to",vila betânia,TO
Nome Inválido,571 .***.***-20,77.0,1948-09-30,"feira nogueira, 68
santo antônio
23309816 da cunha do campo / to",santo antônio,TO
Nome Inválido,853 .***.***-30,54.0,1971-11-01,"setor de dias
são benedito
48841767 sales da serra / rs",são benedito,RS
Nome Inválido,608 .***.***-40,97.0,1928-08-11,"campo da mata, 42
morro dos macacos
65731-340 santos / mg",morro dos macacos,MG
Nome Inválido,451 .***.***-19,66.0,1959-11-29,"parque dias, 687
paulo vi
49685-024 mendes / pr",paulo vi,PR
Nome Inválido,718 .***.***-75,100.0,1925-04-28,"colônia de viana, 6
pongelupe
67120-856 jesus alegre / se",pongelupe,SE
Nome Inválido,427 .***.***-61,78.0,1947-07-29,"via da mata
bernadete
38006-140 campos / ro",bernadete,RO
Nome Inválido,105 .***.***-80,39.0,1986-05-01,"praça de duarte, 194
guarani
14287-231 campos das flores / mt",guarani,MT
Nome Inválido,725 .***.***-30,35.0,1990-05-23,"campo de moura, 60
primeiro de maio
96794431 martins grande / rn",primeiro de maio,RN
Nome Inválido,174 .***.***-39,74.0,1951-09-28,"área duarte, 628
conjunto lagoa
02753538 caldeira / rr",conjunto lagoa,RR
Nome Inválido,493 .***.***-70,48.0,1977-02-16,"sítio de moura, 13
paraíso
39110-733 souza do norte / rs",paraíso,RS
Nome Inválido,762 .***.***-76,22.0,2003-02-23,"rua de fogaça, 71
ouro preto
35703-947 da paz da mata / am",ouro preto,AM
Nome Inválido,163 .***.***-66,88.0,1937-07-05,"rua de martins, 9
união
15652-188 castro / ac",união,AC
Nome Inválido,687 .***.***-22,29.0,1996-06-13,"esplanada ana laura oliveira, 667
ribeiro de abreu
79395-958 farias das flores / df",ribeiro de abreu,DF
Nome Inválido,946 .***.***-84,71.0,1954-05-17,"esplanada almeida, 4
vila fumec
39123310 silveira grande / pr",vila fumec,PR
Nome Inválido,412 .***.***-52,88.0,1937-11-04,"morro de cardoso
camponesa 2ª seção
49627-572 dias de da paz / go",camponesa 2ª seção,GO
Nome Inválido,539 .***.***-06,79.0,1946-10-07,"residencial de duarte
vila união
83800-181 jesus do sul / pe",vila união,PE
Nome Inválido,832 .***.***-40,67.0,1958-03-07,"praça almeida, 71
capitão eduardo
13730300 ferreira dos dourados / rj",capitão eduardo,RJ
Nome Inválido,043 .***.***-89,32.0,1993-10-30,"praia costa, 35
jardim leblon
29456317 lopes / go",jardim leblon,GO
Nome Inválido,273 .***.***-52,38.0,1987-01-04,"via luigi peixoto, 61
são gabriel
48847273 porto da mata / ap",são gabriel,AP
Nome Inválido,023 .***.***-17,45.0,1980-09-28,"estrada diogo da mata, 91
vila nova cachoeirinha 3ª seção
89436-034 vieira do oeste / pi",vila nova cachoeirinha 3ª seção,PI
Nome Inválido,214 .***.***-49,99.0,1926-08-11,"rua kaique freitas, 8
universo
75626-745 barros / rr",universo,RR
Nome Inválido,592 .***.***-09,61.0,1963-08-31,"viela de almeida
união
65843844 barbosa / rn",união,RN
Nome Inválido,714 .***.***-39,95.0,1930-02-12,"lagoa joão pedro alves
das industrias i
30340295 oliveira de goiás / pb",das industrias i,PB
Nome Inválido,489 .***.***-06,78.0,1947-07-24,"trevo de cardoso, 40
vale do jatoba
22565-264 da cunha do norte / rs",vale do jatoba,RS
Nome Inválido,305 .***.***-41,45.0,1980-04-05,"favela erick pereira, 672
vila copacabana
16489668 barros / am",vila copacabana,AM
Nome Inválido,240 .***.***-01,93.0,1932-06-16,"vale igor castro, 928
maravilha
19728761 pereira do oeste / ba",maravilha,BA
Nome Inválido,052 .***.***-25,68.0,1957-10-16,"vereda de costa, 27
madre gertrudes
11830634 gonçalves / rn",madre gertrudes,RN
Nome Inválido,431 .***.***-37,84.0,1941-04-07,"residencial nogueira, 954
vila oeste
79622-042 sales do norte / pb",vila oeste,PB
Nome Inválido,846 .***.***-46,30.0,1995-03-22,"fazenda maria ribeiro, 81
vila são paulo
48192917 silva / se",vila são paulo,SE
Nome Inválido,631 .***.***-24,92.0,1933-06-08,"viela de aragão, 291
união
68336231 moraes de pires / rj",união,RJ
Nome Inválido,169 .***.***-02,61.0,1964-12-30,"estrada de da costa, 92
vila do pombal
01699471 nascimento de cavalcanti / pa",vila do pombal,PA
Nome Inválido,950 .***.***-68,29.0,1996-02-01,"colônia de fogaça, 78
vila aeroporto jaraguá
63760-406 rezende da praia / ac",vila aeroporto jaraguá,AC
Nome Inválido,243 .***.***-96,82.0,1943-04-11,"campo de moura, 904
alto caiçaras
12573-093 da costa de souza / pe",alto caiçaras,PE
Nome Inválido,846 .***.***-20,49.0,1976-02-02,"estação igor cunha, 21
pilar
56540380 peixoto / pb",pilar,PB
Nome Inválido,831 .***.***-14,67.0,1958-01-11,"estrada da conceição, 23
indaiá
00460-397 pires de pereira / ms",indaiá,MS
Nome Inválido,439 .***.***-55,77.0,1948-08-19,"morro de costela, 73
vila da luz
54910873 da rosa / mg",vila da luz,MG
Nome Inválido,095 .***.***-59,38.0,1987-08-09,"chácara da conceição, 2
juliana
64511082 campos das flores / ba",juliana,BA
Nome Inválido,429 .***.***-67,92.0,1933-01-28,"feira de martins, 79
vitoria da conquista
46900111 campos alegre / pa",vitoria da conquista,PA
Nome Inválido,594 .***.***-76,26.0,1999-02-19,"colônia duarte, 56
marmiteiros
09414-573 vieira de lopes / pe",marmiteiros,PE
Nome Inválido,521 .***.***-32,40.0,1985-01-12,"travessa joana gonçalves, 44
lajedo
43222-218 barbosa / al",lajedo,AL
Nome Inválido,581 .***.***-55,58.0,1967-07-15,"sítio isis campos, 81
distrito industrial do jatoba
70530-763 da cunha grande / ac",distrito industrial do jatoba,AC
Nome Inválido,871 .***.***-12,30.0,1995-02-08,"lagoa santos
petropolis
36901-640 da cunha / mt",petropolis,MT
Nome Inválido,031 .***.***-04,69.0,1956-12-23,"ladeira de moura, 84
nova suíça
58827544 almeida de da mota / rr",nova suíça,RR
Nome Inválido,385 .***.***-93,72.0,1953-12-18,"rodovia sales, 21
vila canto do sabiá
79051-262 mendes / pi",vila canto do sabiá,PI
Nome Inválido,138 .***.***-39,57.0,1968-09-29,"parque de costela, 668
aguas claras
24355112 duarte / to",aguas claras,TO
Nome Inválido,698 .***.***-28,77.0,1948-06-15,"fazenda cavalcanti, 859
alto barroca
69950997 rezende de goiás / mt",alto barroca,MT
Nome Inválido,869 .***.***-22,58.0,1967-07-12,"quadra de ferreira
cenaculo
49974-369 barbosa alegre / pi",cenaculo,PI
Nome Inválido,725 .***.***-70,96.0,1929-02-20,"via igor da mata, 81
laranjeiras
85218769 correia / es",laranjeiras,ES
Nome Inválido,380 .***.***-50,83.0,1942-07-13,"trevo joão pedro araújo, 7
sagrada família
68500851 cardoso do amparo / df",sagrada família,DF
Nome Inválido,473 .***.***-61,63.0,1962-04-03,"condomínio da cunha, 4
unidas
30425743 barbosa / pa",unidas,PA
Nome Inválido,615 .***.***-44,96.0,1929-10-27,"parque henrique teixeira, 32
grotinha
57134822 cunha do sul / rr",grotinha,RR
Nome Inválido,710 .***.***-66,31.0,1994-05-09,"vereda silveira, 8
bom jesus
17672142 costa paulista / rr",bom jesus,RR
Nome Inválido,196 .***.***-76,62.0,1963-05-30,"avenida de araújo, 28
esplanada
01624-960 silva verde / rs",esplanada,RS
Nome Inválido,586 .***.***-44,93.0,1932-05-28,"fazenda letícia costela, 6
petropolis
61073-640 cardoso do campo / am",petropolis,AM
Nome Inválido,372 .***.***-00,40.0,1985-11-09,"campo peixoto, 75
independência
20101298 sales / sc",independência,SC
Nome Inválido,842 .***.***-92,37.0,1988-11-23,"parque eloah costa, 91
são geraldo
63810102 da cunha / rs",são geraldo,RS
Nome Inválido,687 .***.***-08,37.0,1988-08-13,"rua de santos, 955
ambrosina
57866655 silveira de costela / rs",ambrosina,RS
Nome Inválido,546 .***.***-20,28.0,1997-01-19,"estrada sales, 13
jardim felicidade
75253131 silveira grande / rn",jardim felicidade,RN
Nome Inválido,349 .***.***-57,26.0,1999-09-19,"chácara miguel fogaça
laranjeiras
52800515 souza verde / pe",laranjeiras,PE
Nome Inválido,812 .***.***-13,65.0,1960-05-14,"avenida de araújo, 1
nossa senhora da aparecida
80268064 farias do norte / go",nossa senhora da aparecida,GO
Nome Inválido,583 .***.***-77,49.0,1976-10-19,"vale de monteiro, 267
marieta 2ª seção
18778381 rocha de novaes / es",marieta 2ª seção,ES
Nome Inválido,035 .***.***-51,85.0,1940-04-05,"trecho luana barros, 338
santa maria
59886-064 oliveira dos dourados / mg",santa maria,MG
Nome Inválido,739 .***.***-75,99.0,1926-12-11,"parque enzo almeida, 62
piratininga
40855025 mendes de cardoso / ac",piratininga,AC
Nome Inválido,816 .***.***-37,49.0,1976-12-22,"condomínio joana lima
piratininga
68175-021 aragão / mt",piratininga,MT
Nome Inválido,456 .***.***-57,53.0,1972-05-21,"esplanada matheus da costa, 90
paulo vi
45629272 da cunha do sul / rn",paulo vi,RN
Nome Inválido,680 .***.***-24,82.0,1943-12-01,"residencial novaes, 84
vila da amizade
20541475 souza / pi",vila da amizade,PI
Nome Inválido,805 .***.***-21,66.0,1959-01-09,"praia ian da mota, 383
nova cintra
10778-914 azevedo / ro",nova cintra,RO
Nome Inválido,716 .***.***-55,60.0,1965-07-10,"rodovia emanuel da cruz
nova esperança
55412380 barbosa / pe",nova esperança,PE
Nome Inválido,019 .***.***-01,44.0,1981-04-27,"ladeira da cruz, 635
coqueiros
88216574 cavalcanti da serra / ba",coqueiros,BA
Nome Inválido,243 .***.***-55,65.0,1960-02-10,"trecho cavalcanti, 3
acaba mundo
20198027 cardoso / pr",acaba mundo,PR
Nome Inválido,198 .***.***-09,49.0,1976-08-29,"estação rocha, 975
marieta 2ª seção
56651-581 cavalcanti de silveira / sc",marieta 2ª seção,SC
Nome Inválido,247 .***.***-50,52.0,1973-08-29,"vale de cavalcanti, 98
vila havaí
39064-438 da mota / es",vila havaí,ES
Nome Inválido,608 .***.***-62,54.0,1971-09-18,"lago caldeira, 363
barão homem de melo 1ª seção
77549-927 cardoso / am",barão homem de melo 1ª seção,AM
Nome Inválido,605 .***.***-48,92.0,1933-06-14,"vila gomes, 366
serra
76107-117 da costa / pb",serra,PB
Nome Inválido,735 .***.***-77,76.0,1949-12-16,"rodovia ana beatriz cardoso, 97
etelvina carneiro
35020-490 da costa grande / pr",etelvina carneiro,PR
Nome Inválido,048 .***.***-49,38.0,1987-06-15,"vereda sales, 83
ouro minas
23049-591 da mata / al",ouro minas,AL
Nome Inválido,280 .***.***-08,29.0,1996-06-30,"ladeira clara da cruz, 37
aparecida 7ª seção
12075780 mendes de pires / pb",aparecida 7ª seção,PB
Nome Inválido,821 .***.***-17,31.0,1994-04-26,"setor de costa, 1
nova america
31050205 da conceição / es",nova america,ES
Nome Inválido,724 .***.***-26,53.0,1972-06-21,"avenida castro, 718
santo agostinho
39257-743 sales paulista / pe",santo agostinho,PE
Nome Inválido,163 .***.***-03,41.0,1984-11-02,"recanto isabel da conceição, 6
vila madre gertrudes 4ª seção
17777517 dias / rs",vila madre gertrudes 4ª seção,RS
Nome Inválido,318 .***.***-57,48.0,1977-08-25,"núcleo de rodrigues, 95
maria virgínia
67632-408 jesus / am",maria virgínia,AM
Nome Inválido,604 .***.***-16,90.0,1935-08-19,"setor de barros, 58
vila ouro minas
24854-759 rodrigues / sp",vila ouro minas,SP
Nome Inválido,175 .***.***-43,58.0,1967-04-15,"praia pietra caldeira, 60
túnel de ibirité
60413-374 da mota dos dourados / go",túnel de ibirité,GO
Nome Inválido,641 .***.***-39,,1924-11-24,"quadra yasmin caldeira, 4
salgado filho
37428997 moreira do galho / pe",salgado filho,PE
Nome Inválido,687 .***.***-75,24.0,2001-12-06,"praia de nogueira
califórnia
47799937 rodrigues / es",califórnia,ES
Nome Inválido,324 .***.***-04,52.0,1973-05-31,"rua de castro, 65
vila jardim são josé
53839-720 fernandes paulista / pa",vila jardim são josé,PA
Nome Inválido,032 .***.***-74,20.0,2005-03-03,"pátio antônio da mota, 79
maria virgínia
80967-589 da luz / pr",maria virgínia,PR
Nome Inválido,381 .***.***-35,78.0,1947-10-09,"setor de ferreira
lorena
53700673 da luz / rn",lorena,RN
Nome Inválido,453 .***.***-15,24.0,2000-10-31,"vereda da rocha, 6
bandeirantes
97565092 rodrigues do galho / ma",bandeirantes,MA
Nome Inválido,280 .***.***-95,82.0,1943-03-02,"parque de azevedo, 8
lagoinha leblon
23921-386 alves / al",lagoinha leblon,AL
